season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
29,10,10,Nelly,Daniella Karagach,6,,,,,0,0.05,2,unsolved,,
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05,2,unsolved,,
29,10,3,Skai Jackson,Alan Bersten,4,,,,,1,0.1,2,unsolved,,
29,10,4,Justina Machado,Sasha Farber,3,,,,,0,0.1,2,unsolved,,
29,10,7,Johnny Weir,Britt Stewart,4,,,,,1,0.1,2,unsolved,,
29,10,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.1,2,unsolved,,
29,10,10,Nelly,Daniella Karagach,6,,,,,0,0.1,2,unsolved,,
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.1,2,unsolved,,
29,11,4,Justina Machado,Sasha Farber,1,,,,,0,0.01,0,unsolved,,
29,11,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.01,0,unsolved,,
29,11,10,Nelly,Daniella Karagach,4,,,,,0,0.01,0,unsolved,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.01,0,unsolved,,
29,11,4,Justina Machado,Sasha Farber,1,,,,,0,0.05,0,unsolved,,
29,11,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05,0,unsolved,,
29,11,10,Nelly,Daniella Karagach,4,,,,,0,0.05,0,unsolved,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05,0,unsolved,,
29,11,4,Justina Machado,Sasha Farber,1,,,,,0,0.1,0,unsolved,,
29,11,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.1,0,unsolved,,
29,11,10,Nelly,Daniella Karagach,4,,,,,0,0.1,0,unsolved,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.1,0,unsolved,,
30,1,0,Martin Kove,Britt Stewart,15,,,,,0,0.01,0,unsolved,,
30,1,1,Brian Austin Green,Sharna Burgess,9,,,,,0,0.01,0,unsolved,,
30,1,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.01,0,unsolved,,
30,1,3,Matt James,Lindsay Arnold,9,,,,,0,0.01,0,unsolved,,
30,1,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.01,0,unsolved,,
30,1,5,Suni Lee,Sasha Farber,2,,,,,0,0.01,0,unsolved,,
30,1,6,Iman Shumpert,Daniella Karagach,14,,,,,0,0.01,0,unsolved,,
30,1,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.01,0,unsolved,,
30,1,8,Melanie C,Gleb Savchenko,4,,,,,0,0.01,0,unsolved,,
30,1,9,Jimmie Allen,Emma Slater,13,,,,,0,0.01,0,unsolved,,
30,1,10,Olivia Jade,Valentin Chmerkovskiy,7,,,,,0,0.01,0,unsolved,,
30,1,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.01,0,unsolved,,
30,1,12,Christine Chiu,Pasha Pashkov,7,,,,,0,0.01,0,unsolved,,
30,1,13,Kenya Moore,Brandon Armstrong,5,,,,,0,0.01,0,unsolved,,
30,1,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.01,0,unsolved,,
30,1,0,Martin Kove,Britt Stewart,15,,,,,0,0.05,0,unsolved,,
30,1,1,Brian Austin Green,Sharna Burgess,9,,,,,0,0.05,0,unsolved,,
30,1,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.05,0,unsolved,,
30,1,3,Matt James,Lindsay Arnold,9,,,,,0,0.05,0,unsolved,,
30,1,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.05,0,unsolved,,
30,1,5,Suni Lee,Sasha Farber,2,,,,,0,0.05,0,unsolved,,
30,1,6,Iman Shumpert,Daniella Karagach,14,,,,,0,0.05,0,unsolved,,
30,1,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.05,0,unsolved,,
30,1,8,Melanie C,Gleb Savchenko,4,,,,,0,0.05,0,unsolved,,
30,1,9,Jimmie Allen,Emma Slater,13,,,,,0,0.05,0,unsolved,,
30,1,10,Olivia Jade,Valentin Chmerkovskiy,7,,,,,0,0.05,0,unsolved,,
30,1,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.05,0,unsolved,,
30,1,12,Christine Chiu,Pasha Pashkov,7,,,,,0,0.05,0,unsolved,,
30,1,13,Kenya Moore,Brandon Armstrong,5,,,,,0,0.05,0,unsolved,,
30,1,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.05,0,unsolved,,
30,1,0,Martin Kove,Britt Stewart,15,,,,,0,0.1,0,unsolved,,
30,1,1,Brian Austin Green,Sharna Burgess,9,,,,,0,0.1,0,unsolved,,
30,1,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.1,0,unsolved,,
30,1,3,Matt James,Lindsay Arnold,9,,,,,0,0.1,0,unsolved,,
30,1,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.1,0,unsolved,,
30,1,5,Suni Lee,Sasha Farber,2,,,,,0,0.1,0,unsolved,,
30,1,6,Iman Shumpert,Daniella Karagach,14,,,,,0,0.1,0,unsolved,,
30,1,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.1,0,unsolved,,
30,1,8,Melanie C,Gleb Savchenko,4,,,,,0,0.1,0,unsolved,,
30,1,9,Jimmie Allen,Emma Slater,13,,,,,0,0.1,0,unsolved,,
30,1,10,Olivia Jade,Valentin Chmerkovskiy,7,,,,,0,0.1,0,unsolved,,
30,1,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.1,0,unsolved,,
30,1,12,Christine Chiu,Pasha Pashkov,7,,,,,0,0.1,0,unsolved,,
30,1,13,Kenya Moore,Brandon Armstrong,5,,,,,0,0.1,0,unsolved,,
30,1,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.1,0,unsolved,,
30,2,0,Martin Kove,Britt Stewart,15,,,,,1,0.01,1,unsolved,,
30,2,1,Brian Austin Green,Sharna Burgess,13,,,,,0,0.01,1,unsolved,,
30,2,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.01,1,unsolved,,
30,2,3,Matt James,Lindsay Arnold,14,,,,,0,0.01,1,unsolved,,
30,2,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.01,1,unsolved,,
30,2,5,Suni Lee,Sasha Farber,4,,,,,0,0.01,1,unsolved,,
30,2,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.01,1,unsolved,,
30,2,7,Cody Rigsby,Cheryl Burke,10,,,,,0,0.01,1,unsolved,,
30,2,8,Melanie C,Gleb Savchenko,3,,,,,0,0.01,1,unsolved,,
30,2,9,Jimmie Allen,Emma Slater,5,,,,,0,0.01,1,unsolved,,
30,2,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.01,1,unsolved,,
30,2,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.01,1,unsolved,,
30,2,12,Christine Chiu,Pasha Pashkov,10,,,,,0,0.01,1,unsolved,,
30,2,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.01,1,unsolved,,
30,2,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.01,1,unsolved,,
30,2,0,Martin Kove,Britt Stewart,15,,,,,1,0.05,1,unsolved,,
30,2,1,Brian Austin Green,Sharna Burgess,13,,,,,0,0.05,1,unsolved,,
30,2,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.05,1,unsolved,,
30,2,3,Matt James,Lindsay Arnold,14,,,,,0,0.05,1,unsolved,,
30,2,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.05,1,unsolved,,
30,2,5,Suni Lee,Sasha Farber,4,,,,,0,0.05,1,unsolved,,
30,2,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.05,1,unsolved,,
30,2,7,Cody Rigsby,Cheryl Burke,10,,,,,0,0.05,1,unsolved,,
30,2,8,Melanie C,Gleb Savchenko,3,,,,,0,0.05,1,unsolved,,
30,2,9,Jimmie Allen,Emma Slater,5,,,,,0,0.05,1,unsolved,,
30,2,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.05,1,unsolved,,
30,2,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.05,1,unsolved,,
30,2,12,Christine Chiu,Pasha Pashkov,10,,,,,0,0.05,1,unsolved,,
30,2,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.05,1,unsolved,,
30,2,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.05,1,unsolved,,
30,2,0,Martin Kove,Britt Stewart,15,,,,,1,0.1,1,unsolved,,
30,2,1,Brian Austin Green,Sharna Burgess,13,,,,,0,0.1,1,unsolved,,
30,2,2,Melora Hardin,Artem Chigvintsev,5,,,,,0,0.1,1,unsolved,,
30,2,3,Matt James,Lindsay Arnold,14,,,,,0,0.1,1,unsolved,,
30,2,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.1,1,unsolved,,
30,2,5,Suni Lee,Sasha Farber,4,,,,,0,0.1,1,unsolved,,
30,2,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.1,1,unsolved,,
30,2,7,Cody Rigsby,Cheryl Burke,10,,,,,0,0.1,1,unsolved,,
30,2,8,Melanie C,Gleb Savchenko,3,,,,,0,0.1,1,unsolved,,
30,2,9,Jimmie Allen,Emma Slater,5,,,,,0,0.1,1,unsolved,,
30,2,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.1,1,unsolved,,
30,2,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.1,1,unsolved,,
30,2,12,Christine Chiu,Pasha Pashkov,10,,,,,0,0.1,1,unsolved,,
30,2,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.1,1,unsolved,,
30,2,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.1,1,unsolved,,
30,3,1,Brian Austin Green,Sharna Burgess,12,,,,,0,0.01,1,unsolved,,
30,3,2,Melora Hardin,Artem Chigvintsev,4,,,,,0,0.01,1,unsolved,,
30,3,3,Matt James,Lindsay Arnold,10,,,,,0,0.01,1,unsolved,,
30,3,4,"Mike ""The Miz"" Mizanin",Witney Carson,5,,,,,0,0.01,1,unsolved,,
30,3,5,Suni Lee,Sasha Farber,7,,,,,0,0.01,1,unsolved,,
30,3,6,Iman Shumpert,Daniella Karagach,12,,,,,0,0.01,1,unsolved,,
30,3,7,Cody Rigsby,Cheryl Burke,14,,,,,0,0.01,1,unsolved,,
30,3,8,Melanie C,Gleb Savchenko,5,,,,,0,0.01,1,unsolved,,
30,3,9,Jimmie Allen,Emma Slater,10,,,,,0,0.01,1,unsolved,,
30,3,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.01,1,unsolved,,
30,3,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
30,3,12,Christine Chiu,Pasha Pashkov,7,,,,,1,0.01,1,unsolved,,
30,3,13,Kenya Moore,Brandon Armstrong,7,,,,,0,0.01,1,unsolved,,
30,3,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.01,1,unsolved,,
30,3,1,Brian Austin Green,Sharna Burgess,12,,,,,0,0.05,1,unsolved,,
30,3,2,Melora Hardin,Artem Chigvintsev,4,,,,,0,0.05,1,unsolved,,
30,3,3,Matt James,Lindsay Arnold,10,,,,,0,0.05,1,unsolved,,
30,3,4,"Mike ""The Miz"" Mizanin",Witney Carson,5,,,,,0,0.05,1,unsolved,,
30,3,5,Suni Lee,Sasha Farber,7,,,,,0,0.05,1,unsolved,,
30,3,6,Iman Shumpert,Daniella Karagach,12,,,,,0,0.05,1,unsolved,,
30,3,7,Cody Rigsby,Cheryl Burke,14,,,,,0,0.05,1,unsolved,,
30,3,8,Melanie C,Gleb Savchenko,5,,,,,0,0.05,1,unsolved,,
30,3,9,Jimmie Allen,Emma Slater,10,,,,,0,0.05,1,unsolved,,
30,3,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.05,1,unsolved,,
30,3,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
30,3,12,Christine Chiu,Pasha Pashkov,7,,,,,1,0.05,1,unsolved,,
30,3,13,Kenya Moore,Brandon Armstrong,7,,,,,0,0.05,1,unsolved,,
30,3,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.05,1,unsolved,,
30,3,1,Brian Austin Green,Sharna Burgess,12,,,,,0,0.1,1,unsolved,,
30,3,2,Melora Hardin,Artem Chigvintsev,4,,,,,0,0.1,1,unsolved,,
30,3,3,Matt James,Lindsay Arnold,10,,,,,0,0.1,1,unsolved,,
30,3,4,"Mike ""The Miz"" Mizanin",Witney Carson,5,,,,,0,0.1,1,unsolved,,
30,3,5,Suni Lee,Sasha Farber,7,,,,,0,0.1,1,unsolved,,
30,3,6,Iman Shumpert,Daniella Karagach,12,,,,,0,0.1,1,unsolved,,
30,3,7,Cody Rigsby,Cheryl Burke,14,,,,,0,0.1,1,unsolved,,
30,3,8,Melanie C,Gleb Savchenko,5,,,,,0,0.1,1,unsolved,,
30,3,9,Jimmie Allen,Emma Slater,10,,,,,0,0.1,1,unsolved,,
30,3,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.1,1,unsolved,,
30,3,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
30,3,12,Christine Chiu,Pasha Pashkov,7,,,,,1,0.1,1,unsolved,,
30,3,13,Kenya Moore,Brandon Armstrong,7,,,,,0,0.1,1,unsolved,,
30,3,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.1,1,unsolved,,
30,4,1,Brian Austin Green,Sharna Burgess,13,,,,,1,0.01,2,unsolved,,
30,4,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.01,2,unsolved,,
30,4,3,Matt James,Lindsay Arnold,12,,,,,1,0.01,2,unsolved,,
30,4,4,"Mike ""The Miz"" Mizanin",Witney Carson,7,,,,,0,0.01,2,unsolved,,
30,4,5,Suni Lee,Sasha Farber,4,,,,,0,0.01,2,unsolved,,
30,4,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.01,2,unsolved,,
30,4,7,Cody Rigsby,Cheryl Burke,11,,,,,0,0.01,2,unsolved,,
30,4,8,Melanie C,Gleb Savchenko,6,,,,,0,0.01,2,unsolved,,
30,4,9,Jimmie Allen,Emma Slater,7,,,,,0,0.01,2,unsolved,,
30,4,10,Olivia Jade,Valentin Chmerkovskiy,2,,,,,0,0.01,2,unsolved,,
30,4,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.01,2,unsolved,,
30,4,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.01,2,unsolved,,
30,4,14,Amanda Kloots,Alan Bersten,4,,,,,0,0.01,2,unsolved,,
30,4,1,Brian Austin Green,Sharna Burgess,13,,,,,1,0.05,2,unsolved,,
30,4,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.05,2,unsolved,,
30,4,3,Matt James,Lindsay Arnold,12,,,,,1,0.05,2,unsolved,,
30,4,4,"Mike ""The Miz"" Mizanin",Witney Carson,7,,,,,0,0.05,2,unsolved,,
30,4,5,Suni Lee,Sasha Farber,4,,,,,0,0.05,2,unsolved,,
30,4,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.05,2,unsolved,,
30,4,7,Cody Rigsby,Cheryl Burke,11,,,,,0,0.05,2,unsolved,,
30,4,8,Melanie C,Gleb Savchenko,6,,,,,0,0.05,2,unsolved,,
30,4,9,Jimmie Allen,Emma Slater,7,,,,,0,0.05,2,unsolved,,
30,4,10,Olivia Jade,Valentin Chmerkovskiy,2,,,,,0,0.05,2,unsolved,,
30,4,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.05,2,unsolved,,
30,4,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.05,2,unsolved,,
30,4,14,Amanda Kloots,Alan Bersten,4,,,,,0,0.05,2,unsolved,,
30,4,1,Brian Austin Green,Sharna Burgess,13,,,,,1,0.1,2,unsolved,,
30,4,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.1,2,unsolved,,
30,4,3,Matt James,Lindsay Arnold,12,,,,,1,0.1,2,unsolved,,
30,4,4,"Mike ""The Miz"" Mizanin",Witney Carson,7,,,,,0,0.1,2,unsolved,,
30,4,5,Suni Lee,Sasha Farber,4,,,,,0,0.1,2,unsolved,,
30,4,6,Iman Shumpert,Daniella Karagach,9,,,,,0,0.1,2,unsolved,,
30,4,7,Cody Rigsby,Cheryl Burke,11,,,,,0,0.1,2,unsolved,,
30,4,8,Melanie C,Gleb Savchenko,6,,,,,0,0.1,2,unsolved,,
30,4,9,Jimmie Allen,Emma Slater,7,,,,,0,0.1,2,unsolved,,
30,4,10,Olivia Jade,Valentin Chmerkovskiy,2,,,,,0,0.1,2,unsolved,,
30,4,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.1,2,unsolved,,
30,4,13,Kenya Moore,Brandon Armstrong,10,,,,,0,0.1,2,unsolved,,
30,4,14,Amanda Kloots,Alan Bersten,4,,,,,0,0.1,2,unsolved,,
30,5,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.01,1,unsolved,,
30,5,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.01,1,unsolved,,
30,5,5,Suni Lee,Sasha Farber,3,,,,,0,0.01,1,unsolved,,
30,5,6,Iman Shumpert,Daniella Karagach,11,,,,,0,0.01,1,unsolved,,
30,5,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.01,1,unsolved,,
30,5,8,Melanie C,Gleb Savchenko,3,,,,,1,0.01,1,unsolved,,
30,5,9,Jimmie Allen,Emma Slater,8,,,,,0,0.01,1,unsolved,,
30,5,10,Olivia Jade,Valentin Chmerkovskiy,3,,,,,0,0.01,1,unsolved,,
30,5,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
30,5,13,Kenya Moore,Brandon Armstrong,3,,,,,0,0.01,1,unsolved,,
30,5,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.01,1,unsolved,,
30,5,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.05,1,unsolved,,
30,5,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.05,1,unsolved,,
30,5,5,Suni Lee,Sasha Farber,3,,,,,0,0.05,1,unsolved,,
30,5,6,Iman Shumpert,Daniella Karagach,11,,,,,0,0.05,1,unsolved,,
30,5,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.05,1,unsolved,,
30,5,8,Melanie C,Gleb Savchenko,3,,,,,1,0.05,1,unsolved,,
30,5,9,Jimmie Allen,Emma Slater,8,,,,,0,0.05,1,unsolved,,
30,5,10,Olivia Jade,Valentin Chmerkovskiy,3,,,,,0,0.05,1,unsolved,,
30,5,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
30,5,13,Kenya Moore,Brandon Armstrong,3,,,,,0,0.05,1,unsolved,,
30,5,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.05,1,unsolved,,
30,5,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.1,1,unsolved,,
30,5,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,0,0.1,1,unsolved,,
30,5,5,Suni Lee,Sasha Farber,3,,,,,0,0.1,1,unsolved,,
30,5,6,Iman Shumpert,Daniella Karagach,11,,,,,0,0.1,1,unsolved,,
30,5,7,Cody Rigsby,Cheryl Burke,9,,,,,0,0.1,1,unsolved,,
30,5,8,Melanie C,Gleb Savchenko,3,,,,,1,0.1,1,unsolved,,
30,5,9,Jimmie Allen,Emma Slater,8,,,,,0,0.1,1,unsolved,,
30,5,10,Olivia Jade,Valentin Chmerkovskiy,3,,,,,0,0.1,1,unsolved,,
30,5,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
30,5,13,Kenya Moore,Brandon Armstrong,3,,,,,0,0.1,1,unsolved,,
30,5,14,Amanda Kloots,Alan Bersten,2,,,,,0,0.1,1,unsolved,,
30,6,2,Melora Hardin,Artem Chigvintsev,8,,,,,0,0.01,1,unsolved,,
30,6,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.01,1,unsolved,,
30,6,5,Suni Lee,Sasha Farber,5,,,,,0,0.01,1,unsolved,,
30,6,6,Iman Shumpert,Daniella Karagach,1,,,,,0,0.01,1,unsolved,,
30,6,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
30,6,9,Jimmie Allen,Emma Slater,3,,,,,0,0.01,1,unsolved,,
30,6,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.01,1,unsolved,,
30,6,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
30,6,13,Kenya Moore,Brandon Armstrong,10,,,,,1,0.01,1,unsolved,,
30,6,14,Amanda Kloots,Alan Bersten,3,,,,,0,0.01,1,unsolved,,
30,6,2,Melora Hardin,Artem Chigvintsev,8,,,,,0,0.05,1,unsolved,,
30,6,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.05,1,unsolved,,
30,6,5,Suni Lee,Sasha Farber,5,,,,,0,0.05,1,unsolved,,
30,6,6,Iman Shumpert,Daniella Karagach,1,,,,,0,0.05,1,unsolved,,
30,6,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
30,6,9,Jimmie Allen,Emma Slater,3,,,,,0,0.05,1,unsolved,,
30,6,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.05,1,unsolved,,
30,6,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
30,6,13,Kenya Moore,Brandon Armstrong,10,,,,,1,0.05,1,unsolved,,
30,6,14,Amanda Kloots,Alan Bersten,3,,,,,0,0.05,1,unsolved,,
30,6,2,Melora Hardin,Artem Chigvintsev,8,,,,,0,0.1,1,unsolved,,
30,6,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,,,,,0,0.1,1,unsolved,,
30,6,5,Suni Lee,Sasha Farber,5,,,,,0,0.1,1,unsolved,,
30,6,6,Iman Shumpert,Daniella Karagach,1,,,,,0,0.1,1,unsolved,,
30,6,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
30,6,9,Jimmie Allen,Emma Slater,3,,,,,0,0.1,1,unsolved,,
30,6,10,Olivia Jade,Valentin Chmerkovskiy,5,,,,,0,0.1,1,unsolved,,
30,6,11,JoJo Siwa,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
30,6,13,Kenya Moore,Brandon Armstrong,10,,,,,1,0.1,1,unsolved,,
30,6,14,Amanda Kloots,Alan Bersten,3,,,,,0,0.1,1,unsolved,,
30,7,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.01,1,unsolved,,
30,7,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,1,0.01,1,unsolved,,
30,7,5,Suni Lee,Sasha Farber,6,,,,,0,0.01,1,unsolved,,
30,7,6,Iman Shumpert,Daniella Karagach,6,,,,,0,0.01,1,unsolved,,
30,7,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
30,7,9,Jimmie Allen,Emma Slater,3,,,,,0,0.01,1,unsolved,,
30,7,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.01,1,unsolved,,
30,7,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.01,1,unsolved,,
30,7,14,Amanda Kloots,Alan Bersten,6,,,,,0,0.01,1,unsolved,,
30,7,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.05,1,unsolved,,
30,7,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,1,0.05,1,unsolved,,
30,7,5,Suni Lee,Sasha Farber,6,,,,,0,0.05,1,unsolved,,
30,7,6,Iman Shumpert,Daniella Karagach,6,,,,,0,0.05,1,unsolved,,
30,7,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
30,7,9,Jimmie Allen,Emma Slater,3,,,,,0,0.05,1,unsolved,,
30,7,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.05,1,unsolved,,
30,7,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.05,1,unsolved,,
30,7,14,Amanda Kloots,Alan Bersten,6,,,,,0,0.05,1,unsolved,,
30,7,2,Melora Hardin,Artem Chigvintsev,3,,,,,0,0.1,1,unsolved,,
30,7,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,,,,,1,0.1,1,unsolved,,
30,7,5,Suni Lee,Sasha Farber,6,,,,,0,0.1,1,unsolved,,
30,7,6,Iman Shumpert,Daniella Karagach,6,,,,,0,0.1,1,unsolved,,
30,7,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
30,7,9,Jimmie Allen,Emma Slater,3,,,,,0,0.1,1,unsolved,,
30,7,10,Olivia Jade,Valentin Chmerkovskiy,1,,,,,0,0.1,1,unsolved,,
30,7,11,JoJo Siwa,Jenna Johnson,2,,,,,0,0.1,1,unsolved,,
30,7,14,Amanda Kloots,Alan Bersten,6,,,,,0,0.1,1,unsolved,,
30,8,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.01,2,unsolved,,
30,8,5,Suni Lee,Sasha Farber,1,,,,,0,0.01,2,unsolved,,
30,8,6,Iman Shumpert,Daniella Karagach,7,,,,,0,0.01,2,unsolved,,
30,8,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.01,2,unsolved,,
30,8,9,Jimmie Allen,Emma Slater,8,,,,,1,0.01,2,unsolved,,
30,8,10,Olivia Jade,Valentin Chmerkovskiy,6,,,,,1,0.01,2,unsolved,,
30,8,11,JoJo Siwa,Jenna Johnson,4,,,,,0,0.01,2,unsolved,,
30,8,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.01,2,unsolved,,
30,8,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.05,2,unsolved,,
30,8,5,Suni Lee,Sasha Farber,1,,,,,0,0.05,2,unsolved,,
30,8,6,Iman Shumpert,Daniella Karagach,7,,,,,0,0.05,2,unsolved,,
30,8,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.05,2,unsolved,,
30,8,9,Jimmie Allen,Emma Slater,8,,,,,1,0.05,2,unsolved,,
30,8,10,Olivia Jade,Valentin Chmerkovskiy,6,,,,,1,0.05,2,unsolved,,
30,8,11,JoJo Siwa,Jenna Johnson,4,,,,,0,0.05,2,unsolved,,
30,8,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.05,2,unsolved,,
30,8,2,Melora Hardin,Artem Chigvintsev,1,,,,,0,0.1,2,unsolved,,
30,8,5,Suni Lee,Sasha Farber,1,,,,,0,0.1,2,unsolved,,
30,8,6,Iman Shumpert,Daniella Karagach,7,,,,,0,0.1,2,unsolved,,
30,8,7,Cody Rigsby,Cheryl Burke,5,,,,,0,0.1,2,unsolved,,
30,8,9,Jimmie Allen,Emma Slater,8,,,,,1,0.1,2,unsolved,,
30,8,10,Olivia Jade,Valentin Chmerkovskiy,6,,,,,1,0.1,2,unsolved,,
30,8,11,JoJo Siwa,Jenna Johnson,4,,,,,0,0.1,2,unsolved,,
30,8,14,Amanda Kloots,Alan Bersten,1,,,,,0,0.1,2,unsolved,,
30,9,2,Melora Hardin,Artem Chigvintsev,5,,,,,1,0.01,2,unsolved,,
30,9,5,Suni Lee,Sasha Farber,3,,,,,1,0.01,2,unsolved,,
30,9,6,Iman Shumpert,Daniella Karagach,3,,,,,0,0.01,2,unsolved,,
