season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
31,2,4,Trevor Donovan,Emma Slater,4,3,5,7,9,0,0.3,1,always_safe,10.0,11.0
31,2,5,Daniel Durant,Britt Stewart,5,4,6,9,11,0,0.3,1,always_safe,9.0,10.0
31,2,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.3,1,always_safe,12.0,14.0
31,2,7,Sam Champion,Cheryl Burke,11,10,12,21,23,0,0.3,1,always_safe,3.0,4.0
31,2,8,Jessie James Decker,Alan Bersten,12,11,13,23,25,0,0.3,1,always_safe,2.0,3.0
31,2,9,Jordin Sparks,Brandon Armstrong,9,8,10,17,19,0,0.3,1,always_safe,5.0,6.0
31,2,10,Heidi D'Amelio,Artem Chigvintsev,6,6,8,12,14,0,0.3,1,always_safe,7.0,9.0
31,2,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,12.0,14.0
31,2,12,Teresa Giudice,Pasha Pashkov,14,14,16,28,30,1,0.3,1,uncertain,0.0,1.0
31,2,13,Vinny Guadagnino,Koko Iwasaki,9,9,11,18,20,0,0.3,1,always_safe,5.0,6.0
31,2,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.3,1,always_safe,7.0,9.0
31,2,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.3,1,always_safe,12.0,13.0
31,2,1,Cheryl Ladd,Louis van Amstel,15,13,15,28,30,0,0.5,1,uncertain,0.0,1.0
31,2,2,Selma Blair,Sasha Farber,6,7,9,13,15,0,0.5,1,always_safe,7.0,8.0
31,2,3,Joseph Baena,Daniella Karagach,13,12,14,25,27,0,0.5,1,always_safe,2.0,2.0
31,2,4,Trevor Donovan,Emma Slater,4,3,5,7,9,0,0.5,1,always_safe,10.0,11.0
31,2,5,Daniel Durant,Britt Stewart,5,4,6,9,11,0,0.5,1,always_safe,9.0,10.0
31,2,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.5,1,always_safe,12.0,14.0
31,2,7,Sam Champion,Cheryl Burke,11,10,12,21,23,0,0.5,1,always_safe,3.0,4.0
31,2,8,Jessie James Decker,Alan Bersten,12,11,13,23,25,0,0.5,1,always_safe,2.0,3.0
31,2,9,Jordin Sparks,Brandon Armstrong,9,8,10,17,19,0,0.5,1,always_safe,5.0,6.0
31,2,10,Heidi D'Amelio,Artem Chigvintsev,6,6,8,12,14,0,0.5,1,always_safe,7.0,9.0
31,2,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,12.0,14.0
31,2,12,Teresa Giudice,Pasha Pashkov,14,14,16,28,30,1,0.5,1,uncertain,0.0,1.0
31,2,13,Vinny Guadagnino,Koko Iwasaki,9,9,11,18,20,0,0.5,1,always_safe,5.0,6.0
31,2,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.5,1,always_safe,7.0,9.0
31,2,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.5,1,always_safe,12.0,13.0
31,3,1,Cheryl Ladd,Louis van Amstel,13,13,15,26,28,1,0.3,1,uncertain,0.0,1.0
31,3,2,Selma Blair,Sasha Farber,9,8,10,17,19,0,0.3,1,always_safe,4.0,5.0
31,3,3,Joseph Baena,Daniella Karagach,7,7,9,14,16,0,0.3,1,always_safe,6.0,7.0
31,3,4,Trevor Donovan,Emma Slater,10,9,11,19,21,0,0.3,1,always_safe,3.0,4.0
31,3,5,Daniel Durant,Britt Stewart,5,4,6,9,11,0,0.3,1,always_safe,8.0,9.0
31,3,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.3,1,always_safe,11.0,13.0
31,3,7,Sam Champion,Cheryl Burke,12,11,13,23,25,0,0.3,1,always_safe,2.0,2.0
31,3,8,Jessie James Decker,Alan Bersten,11,10,12,21,23,0,0.3,1,always_safe,2.0,3.0
31,3,9,Jordin Sparks,Brandon Armstrong,7,6,8,13,15,0,0.3,1,always_safe,6.0,7.0
31,3,10,Heidi D'Amelio,Artem Chigvintsev,4,3,5,7,9,0,0.3,1,always_safe,9.0,10.0
31,3,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,11.0,13.0
31,3,13,Vinny Guadagnino,Koko Iwasaki,14,12,14,26,28,0,0.3,1,uncertain,0.0,1.0
31,3,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.3,1,always_safe,7.0,8.0
31,3,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.3,1,always_safe,11.0,12.0
31,3,1,Cheryl Ladd,Louis van Amstel,13,13,15,26,28,1,0.5,1,uncertain,0.0,1.0
31,3,2,Selma Blair,Sasha Farber,9,8,10,17,19,0,0.5,1,always_safe,4.0,5.0
31,3,3,Joseph Baena,Daniella Karagach,7,7,9,14,16,0,0.5,1,always_safe,6.0,7.0
31,3,4,Trevor Donovan,Emma Slater,10,9,11,19,21,0,0.5,1,always_safe,3.0,4.0
31,3,5,Daniel Durant,Britt Stewart,5,4,6,9,11,0,0.5,1,always_safe,8.0,9.0
31,3,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.5,1,always_safe,11.0,13.0
31,3,7,Sam Champion,Cheryl Burke,12,11,13,23,25,0,0.5,1,always_safe,2.0,2.0
31,3,8,Jessie James Decker,Alan Bersten,11,10,12,21,23,0,0.5,1,always_safe,2.0,3.0
31,3,9,Jordin Sparks,Brandon Armstrong,7,6,8,13,15,0,0.5,1,always_safe,6.0,7.0
31,3,10,Heidi D'Amelio,Artem Chigvintsev,4,3,5,7,9,0,0.5,1,always_safe,9.0,10.0
31,3,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,11.0,13.0
31,3,13,Vinny Guadagnino,Koko Iwasaki,14,12,14,26,28,0,0.5,1,uncertain,0.0,1.0
31,3,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.5,1,always_safe,7.0,8.0
31,3,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.5,1,always_safe,11.0,12.0
31,4,2,Selma Blair,Sasha Farber,6,6,8,12,14,0,0.3,1,always_safe,6.0,7.0
31,4,3,Joseph Baena,Daniella Karagach,11,11,13,22,24,0,0.3,1,always_safe,1.0,2.0
31,4,4,Trevor Donovan,Emma Slater,11,10,12,21,23,0,0.3,1,always_safe,1.0,2.0
31,4,5,Daniel Durant,Britt Stewart,9,8,10,17,19,0,0.3,1,always_safe,3.0,4.0
31,4,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.3,1,always_safe,10.0,12.0
31,4,7,Sam Champion,Cheryl Burke,13,12,14,25,27,1,0.3,1,always_eliminated,0.0,0.0
31,4,8,Jessie James Decker,Alan Bersten,8,7,9,15,17,0,0.3,1,always_safe,4.0,5.0
31,4,9,Jordin Sparks,Brandon Armstrong,4,4,6,8,10,0,0.3,1,always_safe,8.0,9.0
31,4,10,Heidi D'Amelio,Artem Chigvintsev,4,3,5,7,9,0,0.3,1,always_safe,8.0,9.0
31,4,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,10.0,12.0
31,4,13,Vinny Guadagnino,Koko Iwasaki,9,9,11,18,20,0,0.3,1,always_safe,3.0,4.0
31,4,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.3,1,always_safe,6.0,7.0
31,4,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.3,1,always_safe,10.0,11.0
31,4,2,Selma Blair,Sasha Farber,6,6,8,12,14,0,0.5,1,always_safe,6.0,7.0
31,4,3,Joseph Baena,Daniella Karagach,11,11,13,22,24,0,0.5,1,always_safe,1.0,2.0
31,4,4,Trevor Donovan,Emma Slater,11,10,12,21,23,0,0.5,1,always_safe,1.0,2.0
31,4,5,Daniel Durant,Britt Stewart,9,8,10,17,19,0,0.5,1,always_safe,3.0,4.0
31,4,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.5,1,always_safe,10.0,12.0
31,4,7,Sam Champion,Cheryl Burke,13,12,14,25,27,1,0.5,1,always_eliminated,0.0,0.0
31,4,8,Jessie James Decker,Alan Bersten,8,7,9,15,17,0,0.5,1,always_safe,4.0,5.0
31,4,9,Jordin Sparks,Brandon Armstrong,4,4,6,8,10,0,0.5,1,always_safe,8.0,9.0
31,4,10,Heidi D'Amelio,Artem Chigvintsev,4,3,5,7,9,0,0.5,1,always_safe,8.0,9.0
31,4,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,10.0,12.0
31,4,13,Vinny Guadagnino,Koko Iwasaki,9,9,11,18,20,0,0.5,1,always_safe,3.0,4.0
31,4,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.5,1,always_safe,6.0,7.0
31,4,15,Gabby Windey,Valentin Chmerkovskiy,1,2,4,3,5,0,0.5,1,always_safe,10.0,11.0
31,5,2,Selma Blair,Sasha Farber,4,3,5,7,9,0,0.3,1,always_safe,7.0,8.0
31,5,3,Joseph Baena,Daniella Karagach,10,11,13,21,23,1,0.3,1,uncertain,0.0,2.0
31,5,4,Trevor Donovan,Emma Slater,7,6,8,13,15,0,0.3,1,always_safe,4.0,5.0
31,5,5,Daniel Durant,Britt Stewart,11,9,11,20,22,0,0.3,1,uncertain,0.0,2.0
31,5,6,Wayne Brady,Witney Carson,2,2,4,4,6,0,0.3,1,always_safe,9.0,10.0
31,5,8,Jessie James Decker,Alan Bersten,7,7,9,14,16,0,0.3,1,always_safe,4.0,5.0
31,5,9,Jordin Sparks,Brandon Armstrong,9,8,10,17,19,0,0.3,1,always_safe,3.0,3.0
31,5,10,Heidi D'Amelio,Artem Chigvintsev,5,4,6,9,11,0,0.3,1,always_safe,6.0,7.0
31,5,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,10.0,11.0
31,5,13,Vinny Guadagnino,Koko Iwasaki,12,10,12,22,24,0,0.3,1,uncertain,0.0,1.0
31,5,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.3,1,always_safe,5.0,6.0
31,5,15,Gabby Windey,Valentin Chmerkovskiy,2,1,3,3,5,0,0.3,1,always_safe,9.0,10.0
31,5,2,Selma Blair,Sasha Farber,4,3,5,7,9,0,0.5,1,always_safe,7.0,8.0
31,5,3,Joseph Baena,Daniella Karagach,10,11,13,21,23,1,0.5,1,uncertain,0.0,2.0
31,5,4,Trevor Donovan,Emma Slater,7,6,8,13,15,0,0.5,1,always_safe,4.0,5.0
31,5,5,Daniel Durant,Britt Stewart,11,9,11,20,22,0,0.5,1,uncertain,0.0,2.0
31,5,6,Wayne Brady,Witney Carson,2,2,4,4,6,0,0.5,1,always_safe,9.0,10.0
31,5,8,Jessie James Decker,Alan Bersten,7,7,9,14,16,0,0.5,1,always_safe,4.0,5.0
31,5,9,Jordin Sparks,Brandon Armstrong,9,8,10,17,19,0,0.5,1,always_safe,3.0,3.0
31,5,10,Heidi D'Amelio,Artem Chigvintsev,5,4,6,9,11,0,0.5,1,always_safe,6.0,7.0
31,5,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,10.0,11.0
31,5,13,Vinny Guadagnino,Koko Iwasaki,12,10,12,22,24,0,0.5,1,uncertain,0.0,1.0
31,5,14,Shangela,Gleb Savchenko,6,5,7,11,13,0,0.5,1,always_safe,5.0,6.0
31,5,15,Gabby Windey,Valentin Chmerkovskiy,2,1,3,3,5,0,0.5,1,always_safe,9.0,10.0
31,6,4,Trevor Donovan,Emma Slater,5,5,7,10,12,0,0.3,1,always_safe,2.0,5.0
31,6,5,Daniel Durant,Britt Stewart,5,6,8,11,13,0,0.3,1,always_safe,2.0,4.0
31,6,6,Wayne Brady,Witney Carson,5,4,6,9,11,0,0.3,1,always_safe,3.0,5.0
31,6,8,Jessie James Decker,Alan Bersten,9,9,11,18,20,1,0.3,1,uncertain,0.0,1.0
31,6,9,Jordin Sparks,Brandon Armstrong,5,7,9,12,14,0,0.3,1,always_safe,2.0,3.0
31,6,10,Heidi D'Amelio,Artem Chigvintsev,3,3,5,6,8,0,0.3,1,always_safe,6.0,7.0
31,6,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,8.0,9.0
31,6,13,Vinny Guadagnino,Koko Iwasaki,10,8,10,18,20,0,0.3,1,uncertain,0.0,1.0
31,6,14,Shangela,Gleb Savchenko,3,2,4,5,7,0,0.3,1,always_safe,6.0,7.0
31,6,15,Gabby Windey,Valentin Chmerkovskiy,2,1,3,3,5,0,0.3,1,always_safe,7.0,8.0
31,6,4,Trevor Donovan,Emma Slater,5,5,7,10,12,0,0.5,1,always_safe,2.0,5.0
31,6,5,Daniel Durant,Britt Stewart,5,6,8,11,13,0,0.5,1,always_safe,2.0,4.0
31,6,6,Wayne Brady,Witney Carson,5,4,6,9,11,0,0.5,1,always_safe,3.0,5.0
31,6,8,Jessie James Decker,Alan Bersten,9,9,11,18,20,1,0.5,1,uncertain,0.0,1.0
31,6,9,Jordin Sparks,Brandon Armstrong,5,7,9,12,14,0,0.5,1,always_safe,2.0,3.0
31,6,10,Heidi D'Amelio,Artem Chigvintsev,3,3,5,6,8,0,0.5,1,always_safe,6.0,7.0
31,6,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,8.0,9.0
31,6,13,Vinny Guadagnino,Koko Iwasaki,10,8,10,18,20,0,0.5,1,uncertain,0.0,1.0
31,6,14,Shangela,Gleb Savchenko,3,2,4,5,7,0,0.5,1,always_safe,6.0,7.0
31,6,15,Gabby Windey,Valentin Chmerkovskiy,2,1,3,3,5,0,0.5,1,always_safe,7.0,8.0
31,7,4,Trevor Donovan,Emma Slater,1,1,3,2,4,0,0.3,1,always_safe,7.0,8.0
31,7,5,Daniel Durant,Britt Stewart,4,4,6,8,10,0,0.3,1,always_safe,4.0,5.0
31,7,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.3,1,always_safe,5.0,6.0
31,7,9,Jordin Sparks,Brandon Armstrong,8,8,10,16,18,1,0.3,1,uncertain,0.0,1.0
31,7,10,Heidi D'Amelio,Artem Chigvintsev,7,6,8,13,15,0,0.3,1,always_safe,2.0,2.0
31,7,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,7.0,8.0
31,7,13,Vinny Guadagnino,Koko Iwasaki,9,7,9,16,18,0,0.3,1,uncertain,0.0,1.0
31,7,14,Shangela,Gleb Savchenko,4,3,5,7,9,0,0.3,1,always_safe,4.0,5.0
31,7,15,Gabby Windey,Valentin Chmerkovskiy,6,5,7,11,13,0,0.3,1,always_safe,2.0,3.0
31,7,4,Trevor Donovan,Emma Slater,1,1,3,2,4,0,0.5,1,always_safe,7.0,8.0
31,7,5,Daniel Durant,Britt Stewart,4,4,6,8,10,0,0.5,1,always_safe,4.0,5.0
31,7,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.5,1,always_safe,5.0,6.0
31,7,9,Jordin Sparks,Brandon Armstrong,8,8,10,16,18,1,0.5,1,uncertain,0.0,1.0
31,7,10,Heidi D'Amelio,Artem Chigvintsev,7,6,8,13,15,0,0.5,1,always_safe,2.0,2.0
31,7,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,7.0,8.0
31,7,13,Vinny Guadagnino,Koko Iwasaki,9,7,9,16,18,0,0.5,1,uncertain,0.0,1.0
31,7,14,Shangela,Gleb Savchenko,4,3,5,7,9,0,0.5,1,always_safe,4.0,5.0
31,7,15,Gabby Windey,Valentin Chmerkovskiy,6,5,7,11,13,0,0.5,1,always_safe,2.0,3.0
31,8,4,Trevor Donovan,Emma Slater,5,4,6,9,11,0,0.3,2,always_safe,2.0,3.0
31,8,5,Daniel Durant,Britt Stewart,5,5,7,10,12,0,0.3,2,always_safe,2.0,3.0
31,8,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.3,2,always_safe,6.0,7.0
31,8,10,Heidi D'Amelio,Artem Chigvintsev,7,6,8,13,15,1,0.3,2,always_eliminated,0.0,1.0
31,8,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,2,always_safe,6.0,7.0
31,8,13,Vinny Guadagnino,Koko Iwasaki,8,7,9,15,17,1,0.3,2,always_eliminated,0.0,0.0
31,8,14,Shangela,Gleb Savchenko,3,2,4,5,7,0,0.3,2,always_safe,4.0,5.0
31,8,15,Gabby Windey,Valentin Chmerkovskiy,4,3,5,7,9,0,0.3,2,always_safe,3.0,4.0
31,8,4,Trevor Donovan,Emma Slater,5,4,6,9,11,0,0.5,2,always_safe,2.0,3.0
31,8,5,Daniel Durant,Britt Stewart,5,5,7,10,12,0,0.5,2,always_safe,2.0,3.0
31,8,6,Wayne Brady,Witney Carson,1,1,3,2,4,0,0.5,2,always_safe,6.0,7.0
31,8,10,Heidi D'Amelio,Artem Chigvintsev,7,6,8,13,15,1,0.5,2,always_eliminated,0.0,1.0
31,8,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,2,always_safe,6.0,7.0
31,8,13,Vinny Guadagnino,Koko Iwasaki,8,7,9,15,17,1,0.5,2,always_eliminated,0.0,0.0
31,8,14,Shangela,Gleb Savchenko,3,2,4,5,7,0,0.5,2,always_safe,4.0,5.0
31,8,15,Gabby Windey,Valentin Chmerkovskiy,4,3,5,7,9,0,0.5,2,always_safe,3.0,4.0
31,9,4,Trevor Donovan,Emma Slater,6,5,7,11,13,1,0.3,2,always_eliminated,0.0,0.0
31,9,5,Daniel Durant,Britt Stewart,5,4,6,9,11,1,0.3,2,always_eliminated,0.0,1.0
31,9,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.3,2,always_safe,2.0,3.0
31,9,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,2,always_safe,4.0,5.0
31,9,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.3,2,always_safe,2.0,3.0
31,9,15,Gabby Windey,Valentin Chmerkovskiy,1,1,3,2,4,0,0.3,2,always_safe,4.0,5.0
31,9,4,Trevor Donovan,Emma Slater,6,5,7,11,13,1,0.5,2,always_eliminated,0.0,0.0
31,9,5,Daniel Durant,Britt Stewart,5,4,6,9,11,1,0.5,2,always_eliminated,0.0,1.0
31,9,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.5,2,always_safe,2.0,3.0
31,9,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,2,always_safe,4.0,5.0
31,9,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.5,2,always_safe,2.0,3.0
31,9,15,Gabby Windey,Valentin Chmerkovskiy,1,1,3,2,4,0,0.5,2,always_safe,4.0,5.0
31,10,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.3,0,no_elimination,,
31,10,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,0,no_elimination,,
31,10,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.3,0,no_elimination,,
31,10,15,Gabby Windey,Valentin Chmerkovskiy,1,1,3,2,4,0,0.3,0,no_elimination,,
31,10,6,Wayne Brady,Witney Carson,3,2,4,5,7,0,0.5,0,no_elimination,,
31,10,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,0,no_elimination,,
31,10,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.5,0,no_elimination,,
31,10,15,Gabby Windey,Valentin Chmerkovskiy,1,1,3,2,4,0,0.5,0,no_elimination,,
32,1,0,Jamie Lynn Spears,Alan Bersten,9,9,11,18,20,0,0.3,1,always_safe,4.0,5.0
32,1,1,Mira Sorvino,Gleb Savchenko,7,6,8,13,15,0,0.3,1,always_safe,6.0,7.0
32,1,2,Barry Williams,Peta Murgatroyd,8,7,9,15,17,0,0.3,1,always_safe,5.0,6.0
32,1,3,Alyson Hannigan,Sasha Farber,11,10,12,21,23,0,0.3,1,always_safe,2.0,3.0
32,1,4,Xochitl Gomez,Valentin Chmerkovskiy,5,4,6,9,11,0,0.3,1,always_safe,8.0,9.0
32,1,5,Adrian Peterson,Britt Stewart,5,5,7,10,12,0,0.3,1,always_safe,8.0,9.0
32,1,6,Matt Walsh,Koko Iwasaki,12,13,15,25,27,1,0.3,1,uncertain,0.0,1.0
32,1,7,Tyson Beckford,Jenna Johnson,12,11,13,23,25,0,0.3,1,uncertain,0.0,2.0
32,1,8,Jason Mraz,Daniella Karagach,2,1,3,3,5,0,0.3,1,always_safe,11.0,12.0
32,1,9,Lele Pons,Brandon Armstrong,4,3,5,7,9,0,0.3,1,always_safe,9.0,10.0
32,1,10,Harry Jowsey,Rylee Arnold,12,12,14,24,26,0,0.3,1,uncertain,0.0,2.0
32,1,11,Mauricio Umansky,Emma Slater,9,8,10,17,19,0,0.3,1,always_safe,4.0,5.0
32,1,12,Charity Lawson,Artem Chigvintsev,1,1,2,2,3,0,0.3,1,always_safe,12.0,13.0
32,1,13,Ariana Madix,Pasha Pashkov,2,2,4,4,6,0,0.3,1,always_safe,11.0,12.0
32,1,0,Jamie Lynn Spears,Alan Bersten,9,9,11,18,20,0,0.5,1,always_safe,4.0,5.0
32,1,1,Mira Sorvino,Gleb Savchenko,7,6,8,13,15,0,0.5,1,always_safe,6.0,7.0
32,1,2,Barry Williams,Peta Murgatroyd,8,7,9,15,17,0,0.5,1,always_safe,5.0,6.0
32,1,3,Alyson Hannigan,Sasha Farber,11,10,12,21,23,0,0.5,1,always_safe,2.0,3.0
32,1,4,Xochitl Gomez,Valentin Chmerkovskiy,5,4,6,9,11,0,0.5,1,always_safe,8.0,9.0
32,1,5,Adrian Peterson,Britt Stewart,5,5,7,10,12,0,0.5,1,always_safe,8.0,9.0
32,1,6,Matt Walsh,Koko Iwasaki,12,13,15,25,27,1,0.5,1,uncertain,0.0,1.0
32,1,7,Tyson Beckford,Jenna Johnson,12,11,13,23,25,0,0.5,1,uncertain,0.0,2.0
32,1,8,Jason Mraz,Daniella Karagach,2,1,3,3,5,0,0.5,1,always_safe,11.0,12.0
32,1,9,Lele Pons,Brandon Armstrong,4,3,5,7,9,0,0.5,1,always_safe,9.0,10.0
32,1,10,Harry Jowsey,Rylee Arnold,12,12,14,24,26,0,0.5,1,uncertain,0.0,2.0
32,1,11,Mauricio Umansky,Emma Slater,9,8,10,17,19,0,0.5,1,always_safe,4.0,5.0
32,1,12,Charity Lawson,Artem Chigvintsev,1,1,2,2,3,0,0.5,1,always_safe,12.0,13.0
32,1,13,Ariana Madix,Pasha Pashkov,2,2,4,4,6,0,0.5,1,always_safe,11.0,12.0
32,2,0,Jamie Lynn Spears,Alan Bersten,9,12,14,21,23,1,0.3,1,always_safe,1.0,2.0
32,2,1,Mira Sorvino,Gleb Savchenko,7,6,8,13,15,0,0.3,1,always_safe,5.0,6.0
32,2,2,Barry Williams,Peta Murgatroyd,10,8,10,18,20,0,0.3,1,always_safe,2.0,4.0
32,2,3,Alyson Hannigan,Sasha Farber,6,5,7,11,13,0,0.3,1,always_safe,6.0,7.0
32,2,4,Xochitl Gomez,Valentin Chmerkovskiy,1,1,3,2,4,0,0.3,1,always_safe,11.0,12.0
32,2,5,Adrian Peterson,Britt Stewart,10,9,11,19,21,0,0.3,1,always_safe,1.0,4.0
32,2,7,Tyson Beckford,Jenna Johnson,7,7,9,14,16,0,0.3,1,always_safe,5.0,6.0
32,2,8,Jason Mraz,Daniella Karagach,1,1,2,2,3,0,0.3,1,always_safe,11.0,12.0
32,2,9,Lele Pons,Brandon Armstrong,3,3,5,6,8,0,0.3,1,always_safe,9.0,10.0
32,2,10,Harry Jowsey,Rylee Arnold,10,10,12,20,22,0,0.3,1,always_safe,1.0,3.0
32,2,11,Mauricio Umansky,Emma Slater,13,11,13,24,26,0,0.3,1,always_eliminated,0.0,0.0
32,2,12,Charity Lawson,Artem Chigvintsev,3,2,4,5,7,0,0.3,1,always_safe,9.0,10.0
32,2,13,Ariana Madix,Pasha Pashkov,5,4,6,9,11,0,0.3,1,always_safe,7.0,8.0
32,2,0,Jamie Lynn Spears,Alan Bersten,9,12,14,21,23,1,0.5,1,always_safe,1.0,2.0
32,2,1,Mira Sorvino,Gleb Savchenko,7,6,8,13,15,0,0.5,1,always_safe,5.0,6.0
32,2,2,Barry Williams,Peta Murgatroyd,10,8,10,18,20,0,0.5,1,always_safe,2.0,4.0
32,2,3,Alyson Hannigan,Sasha Farber,6,5,7,11,13,0,0.5,1,always_safe,6.0,7.0
32,2,4,Xochitl Gomez,Valentin Chmerkovskiy,1,1,3,2,4,0,0.5,1,always_safe,11.0,12.0
32,2,5,Adrian Peterson,Britt Stewart,10,9,11,19,21,0,0.5,1,always_safe,1.0,4.0
32,2,7,Tyson Beckford,Jenna Johnson,7,7,9,14,16,0,0.5,1,always_safe,5.0,6.0
32,2,8,Jason Mraz,Daniella Karagach,1,1,2,2,3,0,0.5,1,always_safe,11.0,12.0
32,2,9,Lele Pons,Brandon Armstrong,3,3,5,6,8,0,0.5,1,always_safe,9.0,10.0
32,2,10,Harry Jowsey,Rylee Arnold,10,10,12,20,22,0,0.5,1,always_safe,1.0,3.0
32,2,11,Mauricio Umansky,Emma Slater,13,11,13,24,26,0,0.5,1,always_eliminated,0.0,0.0
32,2,12,Charity Lawson,Artem Chigvintsev,3,2,4,5,7,0,0.5,1,always_safe,9.0,10.0
32,2,13,Ariana Madix,Pasha Pashkov,5,4,6,9,11,0,0.5,1,always_safe,7.0,8.0
32,3,1,Mira Sorvino,Gleb Savchenko,6,5,7,11,13,0,0.3,1,always_safe,5.0,6.0
32,3,2,Barry Williams,Peta Murgatroyd,7,6,8,13,15,0,0.3,1,always_safe,4.0,5.0
32,3,3,Alyson Hannigan,Sasha Farber,8,7,9,15,17,0,0.3,1,always_safe,3.0,4.0
32,3,4,Xochitl Gomez,Valentin Chmerkovskiy,3,2,4,5,7,0,0.3,1,always_safe,8.0,9.0
32,3,5,Adrian Peterson,Britt Stewart,11,10,12,21,23,0,0.3,1,uncertain,0.0,1.0
32,3,7,Tyson Beckford,Jenna Johnson,12,11,13,23,25,1,0.3,1,always_eliminated,0.0,0.0
32,3,8,Jason Mraz,Daniella Karagach,1,1,2,2,3,0,0.3,1,always_safe,10.0,11.0
32,3,9,Lele Pons,Brandon Armstrong,5,4,6,9,11,0,0.3,1,always_safe,6.0,7.0
32,3,10,Harry Jowsey,Rylee Arnold,8,8,10,16,18,0,0.3,1,always_safe,3.0,4.0
32,3,11,Mauricio Umansky,Emma Slater,10,9,11,19,21,0,0.3,1,always_safe,1.0,2.0
32,3,12,Charity Lawson,Artem Chigvintsev,3,3,5,6,8,0,0.3,1,always_safe,8.0,9.0
32,3,13,Ariana Madix,Pasha Pashkov,1,1,3,2,4,0,0.3,1,always_safe,10.0,11.0
32,3,1,Mira Sorvino,Gleb Savchenko,6,5,7,11,13,0,0.5,1,always_safe,5.0,6.0
32,3,2,Barry Williams,Peta Murgatroyd,7,6,8,13,15,0,0.5,1,always_safe,4.0,5.0
32,3,3,Alyson Hannigan,Sasha Farber,8,7,9,15,17,0,0.5,1,always_safe,3.0,4.0
32,3,4,Xochitl Gomez,Valentin Chmerkovskiy,3,2,4,5,7,0,0.5,1,always_safe,8.0,9.0
32,3,5,Adrian Peterson,Britt Stewart,11,10,12,21,23,0,0.5,1,uncertain,0.0,1.0
32,3,7,Tyson Beckford,Jenna Johnson,12,11,13,23,25,1,0.5,1,always_eliminated,0.0,0.0
32,3,8,Jason Mraz,Daniella Karagach,1,1,2,2,3,0,0.5,1,always_safe,10.0,11.0
32,3,9,Lele Pons,Brandon Armstrong,5,4,6,9,11,0,0.5,1,always_safe,6.0,7.0
