赛季,周数,人名,伴侣名,地区,国家,年龄,行业,最终名次,比赛结果,评委评分百分比,粉丝投票百分比,总百分比
29,6,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.097,0.0815918223299099,0.1785918223299099
29,6,Skai Jackson,Alan Bersten,New York,United States,18,Actor/Actress,5,Eliminated Week 10,0.0672,0.0515208190311472,0.1187208190311472
29,6,Veron Davis,Peta Murgatroyd,Washington D.C.,United States,36,Athlete,11,Eliminated Week 6,0.0784,0.0437239749665867,0.1221239749665867
29,7,AJ McLean,Cheryl Burke,Florida,United States,42,Singer/Rapper,7,Eliminated Week 9,0.1,0.0742696290495783,0.1742696290495783
29,7,Chrishell Stause,Gleb Savchenko,Kentucky,United States,39,Actor/Actress,8,Eliminated Week 8,0.1,0.0658595111058135,0.1658595111058135
29,7,Jeannie Mai,Brandon Armstrong,California,United States,41,TV Personality,9,Withdrew,0.0962,0.0592353872909076,0.1554353872909075
29,7,Johnny Weir,Britt Stewart,Pennsylvania,United States,36,Athlete,6,Eliminated Week 10,0.1038,0.1592173390956978,0.2630173390956978
29,7,Justina Machado,Sasha Farber,Illinois,United States,48,Actor/Actress,4,4th Place,0.1,0.0853224594092056,0.1853224594092056
29,7,Kaitlyn Bristowe,Artem Chigvintsev,others,Canada,35,TV Personality,1,1st Place,0.0923,0.0538765143979711,0.146176514397971
29,7,Monica Aldama,Valentin Chmerkovskiy,Alabama,United States,48,TV Personality,10,Eliminated Week 7,0.0846,0.0494476975434849,0.1340476975434849
29,7,Nelly,Daniella Karagach,Texas,United States,45,Singer/Rapper,3,3rd Place,0.1038,0.1228981933364176,0.2266981933364176
29,7,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.1154,0.2293361379662934,0.3447361379662934
29,7,Skai Jackson,Alan Bersten,New York,United States,18,Actor/Actress,5,Eliminated Week 10,0.1038,0.1005371308046297,0.2043371308046297
29,8,AJ McLean,Cheryl Burke,Florida,United States,42,Singer/Rapper,7,Eliminated Week 9,0.1216,0.0734485217320417,0.1950485217320416
29,8,Chrishell Stause,Gleb Savchenko,Kentucky,United States,39,Actor/Actress,8,Eliminated Week 8,0.1216,0.0660610982026874,0.1876610982026874
29,8,Johnny Weir,Britt Stewart,Pennsylvania,United States,36,Athlete,6,Eliminated Week 10,0.1351,0.2557626078683861,0.3908626078683861
29,8,Justina Machado,Sasha Farber,Illinois,United States,48,Actor/Actress,4,4th Place,0.1306,0.1370597879112061,0.2676597879112061
29,8,Kaitlyn Bristowe,Artem Chigvintsev,others,Canada,35,TV Personality,1,1st Place,0.1261,0.0828277400133495,0.2089277400133495
29,8,Nelly,Daniella Karagach,Texas,United States,45,Singer/Rapper,3,3rd Place,0.1081,0.1121220536380376,0.2202220536380376
29,8,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.1351,0.1775639994032075,0.3126639994032075
29,8,Skai Jackson,Alan Bersten,New York,United States,18,Actor/Actress,5,Eliminated Week 10,0.1216,0.095154191231084,0.216754191231084
29,9,AJ McLean,Cheryl Burke,Florida,United States,42,Singer/Rapper,7,Eliminated Week 9,0.1295,0.0786438187666175,0.2081438187666175
29,9,Johnny Weir,Britt Stewart,Pennsylvania,United States,36,Athlete,6,Eliminated Week 10,0.1554,0.2738536829081489,0.4292536829081489
29,9,Justina Machado,Sasha Farber,Illinois,United States,48,Actor/Actress,4,4th Place,0.1347,0.0886864653072617,0.2233864653072617
29,9,Kaitlyn Bristowe,Artem Chigvintsev,others,Canada,35,TV Personality,1,1st Place,0.1554,0.1901237854655112,0.3455237854655112
29,9,Nelly,Daniella Karagach,Texas,United States,45,Singer/Rapper,3,3rd Place,0.1244,0.1018848139294392,0.2262848139294392
29,9,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.1503,0.1467545549793914,0.2970545549793913
29,9,Skai Jackson,Alan Bersten,New York,United States,18,Actor/Actress,5,Eliminated Week 10,0.1503,0.1200528786436298,0.2703528786436298
29,10,Johnny Weir,Britt Stewart,Pennsylvania,United States,36,Athlete,6,Eliminated Week 10,0.1638,0.1105813538831965,0.2743813538831965
29,10,Justina Machado,Sasha Farber,Illinois,United States,48,Actor/Actress,4,4th Place,0.1667,0.1303001825883664,0.2970001825883663
29,10,Kaitlyn Bristowe,Artem Chigvintsev,others,Canada,35,TV Personality,1,1st Place,0.1724,0.297228898536885,0.469628898536885
29,10,Nelly,Daniella Karagach,Texas,United States,45,Singer/Rapper,3,3rd Place,0.1609,0.2063521028436583,0.3672521028436583
29,10,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.1724,0.1592810228753629,0.3316810228753629
29,10,Skai Jackson,Alan Bersten,New York,United States,18,Actor/Actress,5,Eliminated Week 10,0.1638,0.0962564392725305,0.2600564392725305
29,11,Justina Machado,Sasha Farber,Illinois,United States,48,Actor/Actress,4,4th Place,0.2532,0.1642793636206991,0.417479363620699
29,11,Kaitlyn Bristowe,Artem Chigvintsev,others,Canada,35,TV Personality,1,1st Place,0.2532,0.2601638114663384,0.5133638114663384
29,11,Nelly,Daniella Karagach,Texas,United States,45,Singer/Rapper,3,3rd Place,0.2405,0.3747391088128863,0.6152391088128863
29,11,Nev Schulman,Jenna Johnson,New York,United States,35,Producer,2,2nd Place,0.2532,0.2008177161000759,0.4540177161000759
30,1,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.0765,0.1325965136055214,0.2090965136055214
30,1,Brian Austin Green,Sharna Burgess,California,United States,48,Actor/Actress,13,Eliminated Week 4,0.0656,0.0380783492642511,0.1036783492642511
30,1,Christine Chiu,Pasha Pashkov,others,Taiwan China,38,TV Personality,14,Eliminated Week 3,0.0683,0.0493313472104081,0.1176313472104081
30,1,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0656,0.0411801399101737,0.1067801399101737
30,1,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.0574,0.0311500753336947,0.0885500753336947
30,1,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.0601,0.0331456089552323,0.0932456089552323
30,1,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.0792,0.1909915874162919,0.2701915874162919
30,1,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.071,0.0618518933596192,0.1328518933596192
30,1,Martin Kove,Britt Stewart,New York,United States,75,Actor/Actress,15,Eliminated Week 2,0.0355,0.0293922782304306,0.0648922782304305
30,1,Matt James,Lindsay Arnold,North Carolina,United States,29,Athlete,12,Eliminated Week 4,0.0656,0.0354317185400604,0.1010317185400604
30,1,Melanie C,Gleb Savchenko,others,England,47,Singer/Rapper,11,Eliminated Week 5,0.0738,0.0837275205597025,0.1575275205597025
30,1,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.071,0.0710567122536152,0.1420567122536152
30,1,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0656,0.0448684673099255,0.1104684673099255
30,1,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0683,0.0548479305708417,0.1231479305708417
30,1,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0765,0.1023498574802311,0.178849857480231
30,2,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.0831,0.1909915874162919,0.2740915874162919
30,2,Brian Austin Green,Sharna Burgess,California,United States,48,Actor/Actress,13,Eliminated Week 4,0.0597,0.0331456089552323,0.0928456089552323
30,2,Christine Chiu,Pasha Pashkov,others,Taiwan China,38,TV Personality,14,Eliminated Week 3,0.0623,0.0380783492642511,0.1003783492642511
30,2,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0623,0.0354317185400604,0.0977317185400604
30,2,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.0649,0.0448684673099255,0.1097684673099255
30,2,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.0701,0.0548479305708417,0.1249479305708416
30,2,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.0805,0.1325965136055214,0.2130965136055214
30,2,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.0623,0.0411801399101737,0.1034801399101737
30,2,Martin Kove,Britt Stewart,New York,United States,75,Actor/Actress,15,Eliminated Week 2,0.039,0.0293922782304306,0.0683922782304305
30,2,Matt James,Lindsay Arnold,North Carolina,United States,29,Athlete,12,Eliminated Week 4,0.0571,0.0311500753336947,0.0882500753336947
30,2,Melanie C,Gleb Savchenko,others,England,47,Singer/Rapper,11,Eliminated Week 5,0.0779,0.1023498574802311,0.1802498574802311
30,2,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.0701,0.0710567122536152,0.1411567122536152
30,2,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0675,0.0493313472104081,0.1168313472104081
30,2,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0701,0.0618518933596192,0.1319518933596192
30,2,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0727,0.0837275205597025,0.1564275205597025
30,3,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.0805,0.1366118470227882,0.2171118470227881
30,3,Brian Austin Green,Sharna Burgess,California,United States,48,Actor/Actress,13,Eliminated Week 4,0.0638,0.0365046740772501,0.1003046740772501
30,3,Christine Chiu,Pasha Pashkov,others,Taiwan China,38,TV Personality,14,Eliminated Week 3,0.0705,0.0320933726726419,0.1025933726726419
30,3,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0604,0.0341493357324653,0.0945493357324653
30,3,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.0638,0.0508252161032362,0.1146252161032362
30,3,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.0671,0.042427171128513,0.109527171128513
30,3,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.0805,0.1967752606254609,0.2772752606254609
30,3,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.0705,0.0462271897323496,0.1167271897323495
30,3,Matt James,Lindsay Arnold,North Carolina,United States,29,Athlete,12,Eliminated Week 4,0.0671,0.0392314509870458,0.1063314509870458
30,3,Melanie C,Gleb Savchenko,others,England,47,Singer/Rapper,11,Eliminated Week 5,0.0738,0.073208476153546,0.147008476153546
30,3,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.0772,0.0862629862526276,0.1634629862526276
30,3,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0738,0.0637249137549139,0.1375249137549139
30,3,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0805,0.1054492512110159,0.1859492512110159
30,3,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0705,0.0565088545461449,0.1270088545461448
30,4,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.0815,0.0891232519926246,0.1706232519926246
30,4,Brian Austin Green,Sharna Burgess,California,United States,48,Actor/Actress,13,Eliminated Week 4,0.0624,0.0377150781352216,0.1001150781352216
30,4,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0695,0.0405322681748487,0.1100322681748487
30,4,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.0755,0.0477599681903149,0.1232599681903149
30,4,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.0779,0.0525104536618143,0.1304104536618143
30,4,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.0839,0.1411415555651365,0.2250415555651365
30,4,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.0707,0.0438339504355554,0.1145339504355553
30,4,Matt James,Lindsay Arnold,North Carolina,United States,29,Athlete,12,Eliminated Week 4,0.0683,0.0352816426381546,0.1035816426381546
30,4,Melanie C,Gleb Savchenko,others,England,47,Singer/Rapper,11,Eliminated Week 5,0.0791,0.06583787315402,0.14493787315402
30,4,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.0875,0.2032998380936894,0.2907998380936893
30,4,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0779,0.0583825473973461,0.1362825473973461
30,4,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0839,0.1089456857033707,0.1928456857033706
30,4,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0815,0.0756358868579025,0.1571358868579025
30,5,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.1013,0.152255724146831,0.253555724146831
30,5,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0831,0.0515208190311472,0.1346208190311472
30,5,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.0727,0.0472856476539382,0.1199856476539382
30,5,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.0883,0.0710222656482369,0.1593222656482369
30,5,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.1039,0.2193086504109215,0.3232086504109215
30,5,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.0935,0.0629798714909113,0.1564798714909113
30,5,Melanie C,Gleb Savchenko,others,England,47,Singer/Rapper,11,Eliminated Week 5,0.0935,0.0437239749665867,0.1372239749665867
30,5,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.0935,0.0961412478141156,0.1896412478141156
30,5,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0831,0.0566453806998638,0.1397453806998638
30,5,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0935,0.1175245958075374,0.2110245958075374
30,5,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0935,0.0815918223299099,0.1750918223299098
30,6,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.1044,0.1228981933364176,0.2272981933364176
30,6,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.0989,0.0658595111058135,0.1647595111058135
30,6,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.1099,0.1592173390956978,0.2691173390956978
30,6,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.1044,0.1005371308046297,0.2049371308046297
30,6,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.1099,0.2293361379662934,0.3392361379662933
30,6,Kenya Moore,Brandon Armstrong,Michigan,United States,50,TV Personality,10,Eliminated Week 6,0.0879,0.0494476975434849,0.1373476975434849
30,6,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.0934,0.0592353872909076,0.1526353872909076
30,6,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0934,0.0538765143979711,0.1472765143979711
30,6,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.0989,0.0853224594092056,0.1842224594092056
30,6,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.0989,0.0742696290495783,0.1731696290495783
30,7,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.104,0.0781331325563497,0.1821331325563497
30,7,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.1101,0.0897609307648895,0.1998609307648895
30,7,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.104,0.0692855205711591,0.1732855205711591
30,7,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.1162,0.1057670688344148,0.2219670688344148
30,7,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.1193,0.1674998195093863,0.2867998195093863
30,7,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.1162,0.1292913530573873,0.2454913530573872
30,7,"Mike ""The Miz"" Mizanin",Witney Carson,Ohio,United States,40,Athlete,9,Eliminated Week 7,0.0979,0.0566791687934876,0.1545791687934876
30,7,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.1284,0.2412661958459512,0.3696661958459512
30,7,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.104,0.0623168100669741,0.1663168100669741
30,8,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.1364,0.1775639994032075,0.3139639994032075
30,8,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.1234,0.095154191231084,0.218554191231084
30,8,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.1136,0.0828277400133495,0.1964277400133495
30,8,Jimmie Allen,Emma Slater,Delaware,United States,36,Singer/Rapper,7,Eliminated Week 8,0.1039,0.0734485217320417,0.1773485217320417
30,8,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.1331,0.1121220536380376,0.2452220536380376
30,8,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.1364,0.2557626078683861,0.3921626078683861
30,8,Olivia Jade,Valentin Chmerkovskiy,California,United States,21,Social Media Personality,8,Eliminated Week 8,0.1169,0.0660610982026874,0.1829610982026874
30,8,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.1364,0.1370597879112061,0.273459787911206
30,9,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.1748,0.1592810228753629,0.3340810228753629
30,9,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.1571,0.2063521028436584,0.3634521028436583
30,9,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.1659,0.1303001825883665,0.2962001825883665
30,9,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.177,0.2972288985368851,0.4742288985368851
30,9,Melora Hardin,Artem Chigvintsev,Texas,United States,54,Actor/Actress,6,Eliminated Week 9,0.1593,0.1105813538831965,0.2698813538831965
30,9,Suni Lee,Sasha Farber,Minnesota,United States,18,Athlete,5,Eliminated Week 9,0.1659,0.0962564392725305,0.2621564392725305
30,10,Amanda Kloots,Alan Bersten,Ohio,United States,39,TV Personality,4,4th Place,0.2484,0.1642793636206991,0.4126793636206991
30,10,Cody Rigsby,Cheryl Burke,California,United States,34,Fitness Instructor,3,3rd Place,0.242,0.2008177161000759,0.4428177161000759
30,10,Iman Shumpert,Daniella Karagach,Illinois,United States,31,Athlete,1,1st Place,0.2548,0.3747391088128863,0.6295391088128863
30,10,JoJo Siwa,Jenna Johnson,Nebraska,United States,18,Social Media Personality,2,2nd Place,0.2548,0.2601638114663384,0.5149638114663384
31,1,Charli D'Amelio,Mark Ballas,Connecticut,United States,18,Social Media Personality,1,1st Place,0.0838,0.1858199329085524,0.2696199329085524
31,1,Cheryl Ladd,Louis van Amstel,South Dakota,United States,71,Actor/Actress,14,Eliminated Week 3,0.055,0.0370472668522781,0.0920472668522781
31,1,Daniel Durant,Britt Stewart,Michigan,United States,32,Actor/Actress,5,Eliminated Week 9,0.0707,0.0601770728744202,0.1308770728744201
31,1,Gabby Windey,Valentin Chmerkovskiy,Illinois,United States,31,TV Personality,2,2nd Place,0.0733,0.0995784364508304,0.1728784364508304
31,1,Heidi D'Amelio,Artem Chigvintsev,Louisiana,United States,50,Social Media Personality,8,Eliminated Week 8,0.0628,0.0479955570448576,0.1107955570448575
31,1,Jason Lewis,Peta Murgatroyd,California,United States,51,Actor/Actress,16,Eliminated Week 1,0.0471,0.0270779178167002,0.0741779178167002
31,1,Jessie James Decker,Alan Bersten,others,Italy,34,Singer/Rapper,10,Eliminated Week 6,0.0524,0.032248094879958,0.084648094879958
31,1,Jordin Sparks,Brandon Armstrong,Arizona,United States,32,Singer/Rapper,9,Eliminated Week 7,0.0681,0.0533627628144283,0.1214627628144282
31,1,Joseph Baena,Daniella Karagach,California,United States,24,Actor/Actress,11,Eliminated Week 5,0.0602,0.043653522639546,0.103853522639546
31,1,Sam Champion,Cheryl Burke,Kentucky,United States,61,News Anchor,13,Eliminated Week 4,0.0524,0.0344723013773282,0.0868723013773282
31,1,Selma Blair,Sasha Farber,Michigan,United States,50,Actor/Actress,12,Withdrew,0.0733,0.0691326444388869,0.1424326444388869
31,1,Shangela,Gleb Savchenko,Texas,United States,40,TV Personality,4,4th Place,0.0733,0.0814603536389908,0.1547603536389908
31,1,Teresa Giudice,Pasha Pashkov,New Jersey,United States,50,TV Personality,15,Eliminated Week 2,0.0524,0.0285963965360614,0.0809963965360614
31,1,Trevor Donovan,Emma Slater,California,United States,39,Actor/Actress,6,Eliminated Week 9,0.055,0.0400650674660058,0.0950650674660057
31,1,Vinny Guadagnino,Koko Iwasaki,New York,United States,34,TV Personality,7,Eliminated Week 8,0.0445,0.0303065961538249,0.0748065961538249
31,1,Wayne Brady,Witney Carson,Georgia,United States,50,Comedian,3,3rd Place,0.0759,0.1290060761073301,0.20490607610733
31,2,Charli D'Amelio,Mark Ballas,Connecticut,United States,18,Social Media Personality,1,1st Place,0.0777,0.1909915874162919,0.2686915874162919
31,2,Cheryl Ladd,Louis van Amstel,South Dakota,United States,71,Actor/Actress,14,Eliminated Week 3,0.051,0.0331456089552323,0.0841456089552322
31,2,Daniel Durant,Britt Stewart,Michigan,United States,32,Actor/Actress,5,Eliminated Week 9,0.0704,0.0710567122536152,0.1414567122536152
31,2,Gabby Windey,Valentin Chmerkovskiy,Illinois,United States,31,TV Personality,2,2nd Place,0.0777,0.1023498574802311,0.1800498574802311
31,2,Heidi D'Amelio,Artem Chigvintsev,Louisiana,United States,50,Social Media Personality,8,Eliminated Week 8,0.068,0.0548479305708417,0.1228479305708417
31,2,Jessie James Decker,Alan Bersten,others,Italy,34,Singer/Rapper,10,Eliminated Week 6,0.0607,0.0354317185400604,0.0961317185400603
31,2,Jordin Sparks,Brandon Armstrong,Arizona,United States,32,Singer/Rapper,9,Eliminated Week 7,0.0655,0.0448684673099255,0.1103684673099255
31,2,Joseph Baena,Daniella Karagach,California,United States,24,Actor/Actress,11,Eliminated Week 5,0.0583,0.0311500753336947,0.0894500753336947
31,2,Sam Champion,Cheryl Burke,Kentucky,United States,61,News Anchor,13,Eliminated Week 4,0.0631,0.0380783492642511,0.1011783492642511
31,2,Selma Blair,Sasha Farber,Michigan,United States,50,Actor/Actress,12,Withdrew,0.068,0.0493313472104081,0.1173313472104081
31,2,Shangela,Gleb Savchenko,Texas,United States,40,TV Personality,4,4th Place,0.068,0.0618518933596192,0.1298518933596192
31,2,Teresa Giudice,Pasha Pashkov,New Jersey,United States,50,TV Personality,15,Eliminated Week 2,0.0558,0.0293922782304306,0.0851922782304306
31,2,Trevor Donovan,Emma Slater,California,United States,39,Actor/Actress,6,Eliminated Week 9,0.0728,0.0837275205597025,0.1565275205597025
31,2,Vinny Guadagnino,Koko Iwasaki,New York,United States,34,TV Personality,7,Eliminated Week 8,0.0655,0.0411801399101737,0.1066801399101737
31,2,Wayne Brady,Witney Carson,Georgia,United States,50,Comedian,3,3rd Place,0.0777,0.1325965136055214,0.2102965136055214
31,3,Charli D'Amelio,Mark Ballas,Connecticut,United States,18,Social Media Personality,1,1st Place,0.0819,0.1967752606254609,0.2786752606254609
31,3,Cheryl Ladd,Louis van Amstel,South Dakota,United States,71,Actor/Actress,14,Eliminated Week 3,0.0596,0.0320933726726419,0.0916933726726419
31,3,Daniel Durant,Britt Stewart,Michigan,United States,32,Actor/Actress,5,Eliminated Week 9,0.0769,0.073208476153546,0.150108476153546
31,3,Gabby Windey,Valentin Chmerkovskiy,Illinois,United States,31,TV Personality,2,2nd Place,0.0819,0.1054492512110159,0.1873492512110159
31,3,Heidi D'Amelio,Artem Chigvintsev,Louisiana,United States,50,Social Media Personality,8,Eliminated Week 8,0.0794,0.0862629862526276,0.1656629862526276
31,3,Jessie James Decker,Alan Bersten,others,Italy,34,Singer/Rapper,10,Eliminated Week 6,0.0645,0.0392314509870458,0.1037314509870458
31,3,Jordin Sparks,Brandon Armstrong,Arizona,United States,32,Singer/Rapper,9,Eliminated Week 7,0.072,0.0565088545461449,0.1285088545461448
31,3,Joseph Baena,Daniella Karagach,California,United States,24,Actor/Actress,11,Eliminated Week 5,0.072,0.0508252161032362,0.1228252161032361
31,3,Sam Champion,Cheryl Burke,Kentucky,United States,61,News Anchor,13,Eliminated Week 4,0.062,0.0341493357324653,0.0961493357324653
31,3,Selma Blair,Sasha Farber,Michigan,United States,50,Actor/Actress,12,Withdrew,0.0695,0.0462271897323496,0.1157271897323496
31,3,Shangela,Gleb Savchenko,Texas,United States,40,TV Personality,4,4th Place,0.0744,0.0637249137549139,0.1381249137549139
31,3,Trevor Donovan,Emma Slater,California,United States,39,Actor/Actress,6,Eliminated Week 9,0.067,0.042427171128513,0.109427171128513
31,3,Vinny Guadagnino,Koko Iwasaki,New York,United States,34,TV Personality,7,Eliminated Week 8,0.0571,0.0365046740772501,0.0936046740772501
31,3,Wayne Brady,Witney Carson,Georgia,United States,50,Comedian,3,3rd Place,0.0819,0.1366118470227882,0.2185118470227882
31,4,Charli D'Amelio,Mark Ballas,Connecticut,United States,18,Social Media Personality,1,1st Place,0.0878,0.2032998380936894,0.2910998380936894
31,4,Daniel Durant,Britt Stewart,Michigan,United States,32,Actor/Actress,5,Eliminated Week 9,0.0707,0.0477599681903149,0.1184599681903149
31,4,Gabby Windey,Valentin Chmerkovskiy,Illinois,United States,31,TV Personality,2,2nd Place,0.0878,0.1089456857033707,0.1967456857033707
31,4,Heidi D'Amelio,Artem Chigvintsev,Louisiana,United States,50,Social Media Personality,8,Eliminated Week 8,0.0829,0.0891232519926246,0.1720232519926245
31,4,Jessie James Decker,Alan Bersten,others,Italy,34,Singer/Rapper,10,Eliminated Week 6,0.0756,0.0525104536618143,0.1281104536618143
31,4,Jordin Sparks,Brandon Armstrong,Arizona,United States,32,Singer/Rapper,9,Eliminated Week 7,0.0829,0.0756358868579025,0.1585358868579024
31,4,Joseph Baena,Daniella Karagach,California,United States,24,Actor/Actress,11,Eliminated Week 5,0.0683,0.0377150781352216,0.1060150781352216
